,Title,Abstract,Owner,field,Key word,country,State,City,link of page
4217,طراحی و ساخت نمونه نیمه صنعتی تنظیم کننده ولتاژ حالت جامد برای جبران افت ولتاژ انتهای فیدرهای فشار ضعیف با قابلیت نصب روی پایه,در این پژوهش، برای جبران افت ولتاژ برای گروهی از مشترکین  که به دلیل دوری از پست توزیع دارای افت ولتاژ هستند یک نمونه نیمه صنعتی جبرانساز ولتاژ حالت-جامد ساخته می­شود. این جبران ساز با نصب بر روی پایه برق، بصورت خودکار ولتاژ مصرف کننده را در یک حد قابل قب,,,['فیلتر فشار.ولتاژ. حالت جامد'],ایران,لرستان,,https://nan.ac/ViewNeed/368285C18B4AD563BF14305F89C9A6C8
4218,طراحی مفهومی دستیار هوشمند قضایی (تا سطح نمونه آزمایشگاهی),مباحث مربوط به هوش قضایی,قوه قضاییه جمهوری اسلامی ایران,,['دستیار-هوشمند-قضایی'],ایران,قزوین,قزوین,https://nan.ac/ViewNeed/59DD2A739F4D3A115E63CA9599BF322E
4219,مدیریت کمی و کیفی حوضچه های تبخیری پساب های صنعتی و کشاورزی شرکت توسعه نیشکر و صنایع جانبی به کمک شبیه ساز عددی دو بعدی (مطالعه موردی تالاب ناصری اهواز),انتظار می رود با انجام این تحقیق ضمن گرداوری اطلاعات کامل و جامع کمی و کیفی مرتبط با تالاب ناصری، با کمک شبیه سازی عددی دوبعدی، راهکارهای مناسب بهیود شرایط زیست محیطی و مدیریت آن حاصل شود.,,,['شرکت توسعه نیشکر،شبیه ساز عددی دوبعدی،تالاب ناصری اهواز،اشتغال زایی'],ایران,خوزستان,اهواز,https://nan.ac/ViewNeed/80EBEFC1B51F8DD6DEA13BE8659DCF83
4220,فرسودگی ماشین  آلات خط تولید و ماشین آلات معدن کاری,با توجه به فرسودگی ماشین آلات,پارك علم وفناوري استان سمنان,"فنی و مهندسی, مهندسی معدن",['فرسودگی ماشین آلات، معدنکاری، فرسودگی ماشین  آلات خط تولید، ماشین آلات معدن کاری'],ایران,سمنان,سمنان,https://nan.ac/ViewNeed/8EE28B1B1144F76226EB056C6B88C0B1
4221,تحلیل اثرات برگزاری المپیادهای ورزشی استعدادهای برتر,پیشرفت از سطوح ابتدایی به سطوح نخبگی فرآیندی بسیار پیچیده است. این فرآیند نیازمند شناسایی و انتخاب افراد بااستعدادی است که شرایط لازم جسمانی، مهارتی، رفتاری و... برای موفقیت در یک رشته خاص (ورزشی، هنری، علمی و...) را داشته باشند. استعداد کودکان در همه زمی,اداره کل ورزش و جوانان استان اصفهان,,['المپیادهای ورزشی،استعدادهای برتر،'],ایران,اصفهان,اصفهان,https://nan.ac/ViewNeed/4BB8D9473CE776EF2D092112A7FFDCB2
4222,تکنولوژی پوشش خود روانکار جامد (DLC),نیازفناورانه/مشاوره فنی ومهندسی,نمونه ساز بعد سوم,"علوم پایه, فنی و مهندسی",,ایران,البرز,,https://nan.ac/ViewNeed/74C5A71E57908468324745BB6CDA4A55
4223,پلی استر,پلی استر,نورآتیه البرز,"علوم پایه, مهندسی مواد, شیمی معدنی",,ایران,قزوین,قزوین,https://nan.ac/ViewNeed/5F150DC622305E1E2AC37BA80B26EDDF
4224,ساخت ماشین آلات با فناوری و نوآوری ویژه شرایط توپوگرافی استان کهگیلویه و بویراحمد جهت برداشت بهینه محصولات زراعی و باغی- مورد نیاز سازمان جهاد کشاورزی,برداشت بهینه محصولات کشاورزی در هر منطقه نیازمند استفاده از ماشین آلات ویژه آن منطقه است. لذا ساخت ماشین آلات با فناوری و نوآوری ویژه شرایط توپوگرافی استان کهگیلویه و بویراحمد جهت برداشت بهینه محصولات زراعی و باغی، مورد نیاز سازمان جهاد کشاورزی استان است.,پارک علم و فناوری استان کهگیلویه و بویراحمد,"فنی و مهندسی, کشاورزی و منابع طبیعی, مدیریت کشاورزی, مهندسی صنایع, مهندسی مکانیزاسیون کشاورزی, مهندسی مکانیک",['ماشین آلات کشاورزی، فناوری کشاورزی، شرایط توپوگرافی، استان کهگیلویه و بویراحمد، برداشت بهینه محصولات زراعی و باغی، سازمان جهاد کشاورزی'],ایران,کهگیلویه وبویراحمد,یاسوج,https://nan.ac/ViewNeed/D6FB983BFC23113D12583B61F23A5DD4
4225,ارتقاء فرایند تصفیه لجن با استفاده از فناوری های نوین در تصفیه خانه های فاضلاب,*عنوان مشکل کلیدی قابل حل توسط پروژه,شرکت آب و فاضلاب استان ایلام,,['ارتقاء سیستم،تاسیسات و تجهیزات شبکه آب و فاضلاب، نگهداری، تعمیرات ، حوادث و اتفاقات'],ایران,ایلام,,https://nan.ac/ViewNeed/EAD2625D786B7835D2AA172D3A7995C6
4226,بندآورنده خونریزی سریع بوسیله پودر جاذب(همواستاپ),فناوری های مدنظر در حوزه ی تکنولوژی های نوین می باشد,نمونه ساز بعد سوم,"علوم پایه, فنی و مهندسی",,ایران,زنجان,,https://nan.ac/ViewNeed/2BB6152B6C52BA83D7E0E9B625AEB149
4227,بررسی و ارایه راهکار دانش بنیان مبتنی بر فناوری داخلی برای متعادل سازی شوری زهاب کشاورزی بازچرخانی شده در منطقه مغان,*عنوان مشکل کلیدی قابل حل توسط پروژه,شرکت سهامی آب منطقه ای اردبیل,,['دانش بنیان ،  فناوری داخلی ،  متعادل سازی ، شوری زهاب کشاورزی ، منطقه مغان'],ایران,اردبیل,,https://nan.ac/ViewNeed/67B189FD066210FC84FDD0D3CF16F034
4228,ساخت  UFES (Ultra Fast Earthing Switch),,شرکت برق منطقه ای اصفهان,"علوم پایه, فنی و مهندسی, مهندسی برق",,ایران,اصفهان,اصفهان,https://nan.ac/ViewNeed/3E810DA8A6C400276CFF884CC8AA61D4
4229,رنگ ضد حريق پايه پليمري,,شركت نفت فلات قاره ايران,"علوم پایه, مهندسی مواد",,ایران,تهران,تهران,https://nan.ac/ViewNeed/7F881BC82A7CDE3517A2A7B201AB4629
4230,بررسی تولید منیزیا از دولومیت,تولید منیزیا,شرکت سهامی تولید آلومینای ایران,"علوم پایه, مهندسی مواد, شکل دادن فلزات",,ایران,خراسان شمالی,جاجرم,https://nan.ac/ViewNeed/DF174D33BA23982F9E73A419E4B682BF
4231,Coalesceهای روغن و گاز مربوط به کمپرسورهای مخازن,,شرکت پتروشیمی خارك,"علوم پایه, مهندسی نفت",,ایران,بوشهر,خارک,https://nan.ac/ViewNeed/785D91FFDDE8626EC5CF569257B845B9
4232,ارزیابی کارایی روشهای هیدرولیکی مانند روش انیشتین-بارباروسا در استخراج منحنی دبی-اشل (مطالعه موردی در چند رودخانه کشور),*عنوان مشکل کلیدی قابل حل توسط پروژه,,,['روشهای هیدرولیکی ، روش انیشتین-بارباروسا ، استخراج منحنی دبی-اشل'],ایران,تهران,,https://nan.ac/ViewNeed/CDFA90400D9F9D29F2161CF33BB45BA2
4233,بررسی و شناسایی عوامل کلیدی موثر بر بهبود روند ایجاد و توسعه تعاونی های دانش بنیان,کمک به بهبود روند ایجاد و توسعه تعاونی های دانش بنیان با توجه به تاکید مقام معظم رهبری در عنوان سال,,,['توسعه تعاونی،دانش بنیان،عوامل کلیدی'],ایران,خوزستان,اهواز,https://nan.ac/ViewNeed/D2B65DA635E4EE8690CA04AFFA500476
4234,عوامل موثر بر کیفیت و آب زمین شیمی منابع آب زیرزمینی دشت سراوان، جنوب شرق ایران,*عنوان مشکل کلیدی قابل حل توسط پروژه,شرکت سهامی آب منطقه ای سیستان و بلوچستان,,['آب زمین شیمی ، منابع آب زیرزمینی ، دشت سراوان، جنوب شرق ایران'],ایران,سیستان وبلوچستان,,https://nan.ac/ViewNeed/EE1E37ED5805EF0F1530E2A5AB19902F
4235,بررسی و اصلاح مکان‌یابی خطا توسط رله دیستانس در ساختارهای تی آف مبتنی بر الگوریتم‌های هوشمند,*تعریف دقیق مسیله و تبیین ضرورت و اهمیت انجام تحقیق,شرکت مادر تخصصی مدیریت تولید، انتقال و توزیع نیروی برق ایران - توانیر,,['مکان\u200cیابی خطا ، رله دیستانس ، ساختارهای تی آف ،  الگوریتم\u200cهای هوشمند'],ایران,مرکزی,,https://nan.ac/ViewNeed/FC1B3129C3F409D4AE3599BAAEC865B1
4236,مخزن دیافراگمی,کشور سازنده: ایتالیا  *** این نیاز مربوط به مسعود احمدی با کد ملی 4.28573e+009 و شماره همراه: 9.12743e+009 می‌باشد و توسط پارک علم و فناوری استان زنجان ارائه گردیده است.,,,['نیآبرسانی ،  ابهر ، خرمدره ، مخزن دیافراگمی'],ایران,زنجان,زنجان,https://nan.ac/ViewNeed/88C4FC16EC677D250E9B19876FA9069E
4237,بررسی، گردآوری و بازسازی آواها و نواهای استان کهگیلویه و بویراحمد,: پروژه پژوهشی حاضر در نظر دارد  در قدم نخست ضمن گردآوری آواهاو نواهای استان کهگیلویه و بویراحمد، به عنوان بخش مهمی از میراث فرهنگی و هنری مردمان این سرزمین،  از نخستین زمان پدیداری و تلاش برای بازسازی و نت نویسی علمی هریک از این ملودی ها ، ویژگی‌های موزیکال هر کدام را دسته بندی ، تفسیر علمی و مورد واکاوی تاریخی قرار دهد. در گام دوم ضمن نیم نگاهی به تاریخ تحول موسیقی در ایران و جهان ، به ساختار جامعه شناختی موسیقی  و تحولات آن در رهگذار تاریخ استان بپردازد و درهم تنیدگی هریک از مقام‌ها و گوشه‌های موسیقی قوم لر و ترک استان کهگیلویه و بویراحمد را  با نوع زندگی و زیست بوم آنان تعریف نماید. برشماری دستگاه‌های موسیقی استان، آلات نوازندگی، زندگی نامه هنرمندان ، نسبت بین شعر و ترانه های استان با موسیقی بومی از دیگر مؤلفه‌های مورد برررسی در این پژوهش است.,اداره کل فرهنگ و ارشاد اسلامی استان کهگیلویه و بویراحمد,"هنر, موسیقی شناسی (اتنوموزیکولوژی)",['موسیقی – آواها – نواها – کهگیلویه – بویراحمد – تاریخچه – هنر قومی'],ایران,کهگیلویه وبویراحمد,یاسوج,https://nan.ac/ViewNeed/25352CD62255F5EEDE8C324966B8BF3B
4238,ماشین بریکت سازی از نرمه آهن اسفنجی,ساخت و یا تامین ماشین بریکت سازی جهت تولید بریکت از نرمه آهن اسفنجی,گروه ملی صنایع فولاد,,['بریکت سازی'],,خوزستان,اهواز,https://nan.ac/ViewNeed/3AC532D9AB0089B2FF89B8070BAF8D0A
4239,تدوین نرم‌افزار ارزیابی وضعیت تجهیزات ایستگاه‌ها,*تعریف دقیق مسیله و تبیین ضرورت و اهمیت انجام تحقیق,شرکت مادر تخصصی مدیریت تولید، انتقال و توزیع نیروی برق ایران - توانیر,,['نرم\u200cافزار ارزیابی ، تجهیزات ایستگاه\u200cها'],ایران,مازندران,,https://nan.ac/ViewNeed/055AC43CB1A9D87599C9492530B90ED2
4240,طراحی پایگاه اطلاعات مکانی گردشگری بر پایه Web GIS,تا کنون توضیحات بیشتر این نیاز توسط پارک علم و فناوری کردستان به دبیرخانه نان ارائه نشده است,میراث فرهنگی، صنایع دستی و گردشگری,علوم انسانی,,ایران,کردستان,سنندج,https://nan.ac/ViewNeed/400C0BF306196F1C183A805E8D0B310B
4241,کسب دانش فنی تصفیه شیرابه تولید از پسماند در محل دفن زباله و مکان های احداث نیروگاههای زیست توده,شیرابه حاصل از محل دفن زباله ها حاوی تعداد زیادی ترکیبات خاص است که غلظت بالایی از مواد آلی محلول (BOD ، COD ، TOC) ، مواد سمی (TOX) و فلزات، رنگ ، بو و کدورت بالا  و pH کم را نشان می دهد. قبل از انتخاب فرآیندهای تصفیه شیرابه مناسب ، داده های مربوط به ترکیب شیرابه مورد نظر باید مورد بررسی قرار بگیرد ترکیب شیرابه که از محل دفن زباله ها تولید می شود به دلیل وجود انواع مختلف زباله در محل دفن زباله های شهری ترکیبی کاملاً پیچیده است و همچنین مواد مختلف از جمله فلزات ، ترکیبات آلی و خطرناک ، مواد آلی و آهن چندین سال در شیرابه باقی می ماند. شیرابه حاوی مقادیر زیادی آلاینده های آلی و معدنی مانند آمونیوم، یون ها، فلزات سنگین ، سولفید هیدروژن و برخی از ترکیبات سمی ناشناخته است ، باید قبل از عبور به فاضلاب یا جریان آب تصفیه شود و از آلودگی زیست محیطی ممانعت به عمل آورد.,سازمان انرژی های تجدیدپذیر و بهره وری انرژی برق (ساتبا),,['شیرآبه،  تصفیه، بیومس'],ایران,مرکزی,ساوه,https://nan.ac/ViewNeed/F59F691943AF055571EF8E8206EE83BD
4242,فراخوان کنترل‌پذیری مشترکین ولتاژ اولیه از طریق فرمان کنتور هوشمند صنعت آب و برق (نیروی برق شهرستان مشهد),پیرو مکاتبه با شرکت نیروی برق شهرستان مشهد، نیاز ها استخراج شد  کنترل‌پذیری مشترکین ولتاژ اولیه از طریق فرمان کنتور هوشمند صنعت آب و برق (نیروی برق شهرستان مشهد),نیروی برق شهرستان مشهد خراسان رضوی,,['مشترکین ولتاژ اولیه، کنتور هوشمند'],ایران,خراسان رضوی,مشهد,https://nan.ac/ViewNeed/9B0B09CB38C27C0ED79DEABB530B109A
4243,تهیه نقشه راه گردشگری پیرامون تاسیسات آبی,*عنوان مشکل کلیدی قابل حل توسط پروژه,,,['نقشه راه گردشگری ، تاسیسات آبی'],ایران,تهران,,https://nan.ac/ViewNeed/43357477A9FBF3C030EBAB4439451CEF
4244,بررسی صحنه فوت و تشریح جسد و علت و عوامل مرتبط با فوت و نظرات پزشکی و فقهی و حقوقی پیرامون آن,زمانی که جرمی محقق می گردد ، مراجع قضایی باید اقدامات و تحقیقات اولیه را انجام دهند تا بتوانند عدالت را برقرار و رای صحیح و مقتضی را صادر نمایند . برای صدور رای باید تحقیقات اولیه انجام شود که از سوی دادسرا این اقدامات صورت می گیرد و از جمله اقدامات این اولیه ، تحقیقات محلی و بررسی صحنه جرم و تشریح جسد در صورت نیاز است که از جمله وظایف دادسرا محسوب می شود . تشریح جسد میت از مقدمات علم پزشکی محسوب می شود. از سوی دیگر از نظر اسلام، مرده مسلمان همانند زنده آن قابل احترام بوده، هتک حرمت و بی احترامی نسبت به فرد مسلمان، چه زنده و چه مرده آن، حرام است.,,,['صحنه فوت، تشریح جسد، نظرات پزشکی، فقهی، حقوقی'],ایران,اصفهان,اصفهان,https://nan.ac/ViewNeed/DB7A42D8CC1842830766DA7528FEB653
4245,Switch Press (S380-2),,شركت خطوط لوله و مخابرات نفت ايران,"علوم پایه, مهندسی نفت",,ایران,تهران,تهران,https://nan.ac/ViewNeed/98480BDB69D776076CCECD0F98F60C43
4246,شناسایی روشهای بیولوژیکی حفاظت خاک در عرصه های طبیعی در معرض خطر فرسایش,"عوامل متعددی در وقوع فرسایش خاک موثرند که برخی از آن  ها شامل بارندگی، طول شیب، درجه شیب، جنس خاک، نوع و میزان پوشش خاک، شیوه-های مدیریت و کنترل می باشند. لذا  برای جلوگیری و یا کاهش اثرات یاد شده، نیاز به برنامه ریزی و اجرای اقدامات حفاظت خاک و کنترل رسوب در چارچوب طرح های آبخیزداری می باشد. فرسایش خاک به طور یقین یکی از مهمترین مشکلات زیست-محیطی دامنه های مستعد خطر لغزش و رانش و همچنین جاده های جنگلی است. فرسایش خاک جاده های جنگلی موجب کاهش عمر مفید ساختمان جاده، افزایش هزینه های حفاظت و نگهداری، وارد آمدن آسیب به وسایل نقلیه و تخریب محیط زیست جانداران آبزی می شود.  به طور کلی در شرایط جنگلهای کوهستانی شمال کشور ، بدون یاری دادن به طبیعت و استفاده از روشهای تسهیل کننده استقرار پوشش گیاهی، امکان تثبیت سریع و به موقع ترانشه های رانشی خصوصاً ترانشه های خاکبرداری به طور طبیعی و به راحتی ممکن نیست و محل رانش های سطحی در ترانشه ها حداقل تا چندماه فاقد پوشش خواهد ماند و به محل فرسایش و تولید رسوب در عرصه جنگل مبدل خواهد شد. در این شرایط اقدامات زیست مهندسی، می توانند در تثبیت خاک ترانشه های رانشی جاده ها مؤثر باشند. از طرفی روش های زیست مهندسی تثبیت خاک می توانند باعث نگهداشت عناصر غذایی خاک، آماده سازی بستر مناسب برای رویش مجدد گیاهان بومی، حفظ میکروارگانیسم های خاک و افزایش مقاومت ساختمان جاده با حداقل هزینه ها شوند. بنابر این با توجه به اینکه استفاده از روش های زیست مهندسی شامل هیدرومالچ، تثبیت سلولی، تثبیت با زمین پارچه و ایجاد چپر زنده و ارزیابی مزایای اقتصادی- اجرایی آنها در جاده های جنگلی کوهستانی کشور سابقه چندانی ندارد لذا بومی سازی فرآیند تولید این محصولات با قابلیت تجاری سازی و انتقال فناوری می تواند بسیار مورد توجه باشد. هایدروسیدینگ روش نوینی در کاشت چمن و گیاهان مرتعی محسوب می گردد که طی چند دهه اخیر در طراحی فضای سبز و حفاظت از خاک مورد توجه قرارگرفته است. این روش بر اسپری مخلوطی از بذر, مالچ, هیدرو ژل ها، کودهای استارتر, الیاف محافظ و برخی افزودنی های دیگر در محیط کاملا مایع استوار است. در این روش مخلوط معلقی از مواد یادشده با نسبتهای متناسب به وسیله ی فشار کنترل شده پمپ قوی یا به صورت دستی بر سطح بستر پاشیده می شود. توده یکنواخت پاشیده شده حاوی بذر و کلیه مواد لازم جهت جوانه زنی و رشد بذر بوده و از این مرحله به بعد گیاهچه رشد کرده مراحل طبیعی رشد خود را در توده ای از مواد مناسب برای رشد دنبال نموده و به دلیل پوشش مالچ و مواد محافظ رطوبت در قبال تنش های محیطی مقاومت بیشتری از خود نشان می دهد. مروری بر مطالعات مربوط به اثرات هیدرومالچ نشان می دهد که این نوع اقدام مدیریتی می تواند به طور معنی داری میزان فرسایش خاک را کاهش دهد و از مقادیر بیشتر آن جلوگیری کند. از آنجایی که مزایای استفاده از روشهای بیولوژیکی حفاظت خاک و فنون زیست مهندسی برای اصلاح و تثبیت دامنه ها و خاک های ناپایداری که با مشکلات رویشی مواجه می باشند ثابت شده است لذا با اجرای موفق این روشها می توان به ترویج هر چه بیشتر فنون زیست مهندسی و بهره برداری بهینه از امکانات محلی به منظور مقابله با فرسایش خاک دست یافت. ضمن آنکه فنون زیست مهندسی نسبت به روش های مکانیکی کم هزینه تر بوده و نیاز کمی به تجهیزات و ماشین آلات سنگین مانند لودر و بیل مکانیکی دارند و این مسیله برای حفاظت و نگهداری از جاده ها در طرح های جنگلداری که غالباً با تنگناهای مالی مواجه هستند بسیار حایز اهمیت است.",اداره کل منابع طبیعی و آبخیزداری استان گیلان,کشاورزی و منابع طبیعی,['natural areas-risk of erosion-protect soil'],ایران,گیلان,رشت,https://nan.ac/ViewNeed/4739B47FFA65A7E0AE740F6DBF19E447
4247,شناسایی ظرفیت توسعه مشاغل خانگی برای همسران زندانیان استان های کشور,شناسایی ظرفیت توسعه مشاغل خانگی برای همسران زندانیان استان های کشور,مرکز آموزش و پژوهش منطقه 8,"علوم انسانی, مدیریت کسب و کار, رفتار سازمانی و منابع انسانی",['ظرفیت-توسعه-مشاغل خانگی-همسران زندانیان'],ایران,اصفهان,اصفهان,https://nan.ac/ViewNeed/52C014B3A44CBD22A9F7AF7959196E67
4248,ساخت دستگاه اندازه گیری خودکار نمک  در نفت خام,اصول کارکردو زیر فناوری ها:در حال حاضر دو روش برای اندازه‌گیری میزان نمک در نفت خام در سطح مناطق نفتخیز جنوب مورد استفاده قرار می‌گیرد. روش الکترومتری مطابق با استاندارد ASTM D3230 که در محدوده 5/3 تا 500 گرم نمک در مترمکعب نفت کاربرد دارد. اما در موارد متعددی استفاده از این روش، به دلیل محدودیت دستگاه در اندازه‌گیری مقادیر بالای نمک، امکانپذیر نبوده و به ناچار از روش استخراج مطابق با استاندارد IP-77 استفاده می‌شود. محدوده کاربرد روش استخراج 002/0 تا 02/0 درصد جرمی هالید (معادل حدود 20 تا 300 گرم نمک NaCl در مترمکعب نفت) می‌باشد و در سال 2015 منسوخ شده است اما صرفا به دلیل امکان انجام آن برای مقادیر بالا و بطور کیفی، مورد استفاده قرار می‌گیرد.,شرکت ملی مناطق نفت خیز جنوب,,['نمک، نفت خام،  استخراج ،  پتانسیومتری ،آب شور'],ایران,خوزستان,اهواز,https://nan.ac/ViewNeed/AAF71CE684FD6D5EA07273460B170C08
4249,تحلیل حوادث شهروندی ده سال اخیر شرکت توزیع برق استان البرز و تعیین اولویت های فعالیت های موثر بر کاهش آن,*تعریف دقیق مسیله و تبیین ضرورت و اهمیت انجام تحقیق,شرکت مادر تخصصی مدیریت تولید، انتقال و توزیع نیروی برق ایران - توانیر,,['حوادث شهروندی ، شرکت توزیع برق، استان البرز'],ایران,البرز,,https://nan.ac/ViewNeed/846BC0E07162BE6F328A7B2F4DBBFEC7
4250,تبیین مدل، استراتژی و پارامتر های موثر غیرحتمی  برنامه‌ریزی میان مدت غلتان احتمالاتی (فصلی،ماهیانه و هفتگی) تولید و انتقال شبکه برق,*تعریف دقیق مسیله و تبیین ضرورت و اهمیت انجام تحقیق,شرکت مادر تخصصی مدیریت تولید، انتقال و توزیع نیروی برق ایران - توانیر,,['پارامتر های موثر غیرحتمی ،  غلتان احتمالاتی ، تولید ، انتقال شبکه برق'],ایران,تهران,,https://nan.ac/ViewNeed/6AAADDB030E588FB62A088DC09C9F973
4251,دانش فنی تولید آجر های لیکایی سبک با ابعاد بزرگ فاق و زبانه دار,"این مجموعه در حال حاضر تولید کننده قطعات بتنی نوین بر پایه سنگ های مصنوعی است که تولیداتی همچون انواع کفپوش های شهری ، پارکی ، مسکونی ، قطعات بتنی از قبیل جدول پرسی ، بلوک های سیمانی و ... را دارا می باشد . این مجموعه به منظور راه اندازی طرح توسعه و هم چنین به روز رسانی محصولات تولیدی خودش نیازمند "" دانش فنی تولید آجر های لیکایی سبک با ابعاد بزرگ فاق و زبانه دار "" می باشد . توضیح اینکه این فناوری های تک بوده و در حال حاضر به راحتی در دسترس نمی باشد .",توسعه صنعت شریف,"علوم پایه, مهندسی مواد",,ایران,کرمانشاه,,https://nan.ac/ViewNeed/DF968D8B0591FE4CB5D2B196C1D84826
4252,دانش فنی تولید باند و گاز و ماسک با استفاده از فناوری نانو ( مطابق با استاندارد های اداره تجهیزات پزشکی وزات بهداشت ),این مجموعه به منظور به روز رسانی سبد محصولات خود و همچنین برقراری طرح توسعه نیازمند دانش فنی تولید باند و گاز و ماسک با استفاده از فناوری نانو ( مطابق با استاندارد های اداره تجهیزات پزشکی وزات بهداشت ) می باشد . گفتنی است که این فناوری در داخل کشور وجود نداشته و های تک می باشد .,توسعه صنعت شریف,"علوم پایه, فنی و مهندسی, مهندسی پزشکی",,ایران,کرمانشاه,,https://nan.ac/ViewNeed/86BD8DB25F4118BFD7574423C158CA78
4253,دانش فني فناوري کاتالیست سنتز آمونیاک,,شركت ملي صنايع پتروشيمي ايران,"علوم پایه, مهندسی نفت",,ایران,تهران,تهران,https://nan.ac/ViewNeed/DC201F8C63C4B5F21C866AE618CF29F9
4254,شناسایی و اولویت بندی موانع و ارایه راهکار به منظور اجرایی شدن ماده 9 قانون احیاء- بهسازی و نوسازی در سکونت گاه های غیر رسمی شهرستان مشهد,خالصه پروژه:,اداره کل راه و شهرسازی استان خراسان رضوی,,['قانون احیا بهسازی، سکونت گاه های غیررسمی'],ایران,خراسان رضوی,مشهد,https://nan.ac/ViewNeed/47241AF89E6E31BE30D92A5144031257
4255,طرح های فناورانه در حوزه های نوین و پیشرفته,محورها:,دانشگاه جامع امام حسین (ع),"علوم پایه, فنی و مهندسی",['فناوری های نوین و پیشرفته، فناوری های نوظهور، همگرا، شناختی، نانوفناوری، مواد هوشمند، فضایی، کوانتومی،'],,,,https://nan.ac/ViewNeed/54F07C0EBD185B131A915A80A15DAF94
4256,برنرهای توربین H25,,پتروشیمی ایلام,"علوم پایه, مهندسی سیستم های انرژی",,ایران,ایلام,چوار,https://nan.ac/ViewNeed/D0DC93EE66048F3F09BD6F2967A2EDD5
4257,دانش فنی طراحی و ساخت بدنه کامپوزیتی یخچال خودرویی و تزریق پلی یورتان به صورت یکنواخت بین صفحات,این مجموعه در حال حاضر تولید کننده انواع یخچال های قابل نصب بر روی خودرو می باشد و این در این بخش دارای سابقه طولانی می باشد . این مجموعه در حال حاضر تولیدات خود را با ماشین آلات قدیمی و فرسوده پیش می برد و به منظور افزایش ظرفیت تولید و تولید محصولات با کیفیت بالا و مطابق با نیاز روز کشور نیازمند دانش فنی طراحی و ساخت بدنه کامپوزیتی یخچال و تزریق پلی یورتان به صورت یکنواخت بین صفحات می باشد .,توسعه صنعت شریف,"علوم پایه, فنی و مهندسی, مهندسی مکانیک",,ایران,کرمانشاه,کرمانشاه,https://nan.ac/ViewNeed/AA32A1855AF2A0B2ABD274B80EAD9F7F
4258,کلدباکس اکتیو، ارتقا عملکرد,ارتقا عملکرد با کاهش زمان دمایی در کلد باکس اکتیو. همدمایی بهتر,,"علوم پایه, فنی و مهندسی",,ایران,,,https://nan.ac/ViewNeed/EA35A126B24A95959D8E749A0B2CD306
4259,جك هيدروليك مخصوص بالا بردن فرفره كابل,,شركت خطوط لوله و مخابرات نفت ايران,"علوم پایه, فنی و مهندسی, مهندسی برق",,ایران,تهران,تهران,https://nan.ac/ViewNeed/4B08E0471D38DF2BFFA50548C1E1D12A
4260,افزایش مقاومت سنگفرش های تولیدی شرکت و کاربرد فناوری سنگفرش پلیمری,فناوری تولید سنگ پلیمری جهت افزایش کیفیت (استحکام) و تنوع محصولات تولیدی,نیک ارزیاب برازمان,"علوم پایه, مهندسی مواد",,ایران,بوشهر,,https://nan.ac/ViewNeed/FD0A14EF06276BD240D0C8FD66AE21AD
4261,دانش فنی تولید ماده آم فوتر کننده ایمیدازول,این مجموعه یکی از منحصر به فرد ترین تولید کنندگان مواد شیمیایی در کشور می باشد که فعالیت اصلی آنها تولیدات مواد شیمیایی مورد استفاده در خودرو می باشد . این مجموعه در حال حاضر با اکثر خودرو ساز های داخلی از قبیل ایرانخودرو و سایپا کار میکند و از بازار انحصاری داخلی مناسبی بر خوردار می باشد . این مجموعه دارای طرح توسع به منظور افزایش فروش در بازار آزاد داخلی و همچنین صادرات بوده و به منظور تحقق این موضوع نیازمند دانش فنی تولید ماده آم فوتر کننده ایمیدازول می باشد (این ماده تغییرات PH را کند میکند ),توسعه صنعت شریف,"علوم پایه, شیمی",,ایران,البرز,,https://nan.ac/ViewNeed/285E172607370AE43053A2CD92F10220
4262,تجهیزات الکترونیکی در چشمه ها و  قنوات جهت اندازه گیری آبدهی لحظه ای انها,باتوجه به اینکه آب منابع مذکور عاری از مواد معلق می باشد، لذا استفاده از دستگاه های اوتراسونیک که با پدیده داپلر کار میکنند کاربرد ندارد.براین اساس,شرکت آب منطقه ای آذربایجان غربی,,,ایران,آذربایجان غربی,ارومیه,https://nan.ac/ViewNeed/8C5830C13C8941D1E34D924D35C40C40
4263,پهنه‌بندی خطر سیلاب در رودخانه های اصلی استان با استفاده از داده های بازتحلیل ماهواره‌ای,*عنوان مشکل کلیدی قابل حل توسط پروژه,شركت سهامی آب منطقه‌اي استان چهارمحال و بختیاری,,['پهنه\u200cبندی ،  سیلاب،  داده های بازتحلیل ماهواره\u200cای'],ایران,چهارمحال وبختیاری,,https://nan.ac/ViewNeed/2F5EAB9E4591BCB13496D80E0A51CFE0
4264,ایجاد خاصیت آنتی باکتریال روی کیسه های پلیمری نگه دارنده غلات,ایجاد خاصیت آنتی باکتریال در کیسه های حمل آرد، برنج و سایر مواد غذایی,پژوهشگران فناوریهای پیشرفته آسیا,"علوم پایه, مهندسی محیط زیست",,ایران,اصفهان,,https://nan.ac/ViewNeed/16B6A37B0DFA678B3B2497B2D65E3195
4265,ساخت دستگاه,سیستم های کم هزینه و اشل کوچیک جهت کاهش آلایندگی فاضلاب خروجی آزمایشگاهی,شرکت آب منطقه ای آذربایجان غربی,,['ساخت دستگاه'],ایران,آذربایجان غربی,ارومیه,https://nan.ac/ViewNeed/063835772274F7DA9C288225D1C213EE
